,index,size,option,root,dtx,expiry_date,strike,pc,price,theo,side,exch,date,date_time,volume,cond,ivol,ivol_chg,delta,spot,spot_chg,vega_dollar,cond_extra,hilo,events,bid,ask,open_int,bid_exch,bid_size,ask_size,ask_exch
691,7673,1105,PPG230127P00110000,PPG,36,2023-01-27,110.0,P,1.3,1.32949,-1,PHLX,2022-12-22,2022-12-22 10:09:03.396000-05:00,1105,AUCT,0.416457,-0.056294,-0.146998,124.754,-2.39591,10057.0,OPENING,,,0.1,2.6,1095,PHLX,201.0,154.0,CBOE
692,7682,8599,EPR230217P00035000,EPR,57,2023-02-17,35.0,P,1.05,1.02367,2,BOX,2022-12-22,2022-12-22 10:35:50.681000-05:00,10193,FLR,0.36135,0.006898,-0.292936,37.805,-1.445,43665.0,OPENING,,,1.0,1.05,1007,BZX,3.0,1.0,ARCA
693,7687,960,EPC230217P00035000,EPC,57,2023-02-17,35.0,P,0.85,0.748075,2,AMEX,2022-12-22,2022-12-22 10:54:28.592000-05:00,1001,FLR,0.432347,0.00549,-0.205546,39.675,0.075,4299.0,OPENING,,,0.65,0.85,96,PHLX,119.0,208.0,PHLX
694,7698,2000,EWI230120C00030000,EWI,29,2023-01-20,30.0,C,0.3,0.14883,2,PHLX,2022-12-22,2022-12-22 12:07:31.903000-05:00,2000,SPRD/CROSS/TIED,0.42508,0.122195,0.183333,26.735,-0.335,4025.0,OPENING,,,0.0,0.3,1000,MIAX,0.0,753.0,PHLX
695,7711,850,TER230217P00065000,TER,57,2023-02-17,65.0,P,0.98,1.02462,-1,[MULTI],2022-12-22,2022-12-22 12:46:09.715000-05:00,850,AUCT,0.569107,-0.014856,-0.100635,84.0419,-5.70813,5009.0,OPENING,,,0.95,1.1,15,CBOE,167.0,41.0,PHLX
696,7712,999,NSSC230120P00020000,NSSC,29,2023-01-20,20.0,P,0.2,0.091153,-1,ARCA,2022-12-22,2022-12-22 12:49:11.462000-05:00,1000,FLR,0.752994,0.405064,-0.074597,26.355,-0.145,1052.0,OPENING,,,0.0,0.45,0,ARCA,0.0,233.0,PHLX
697,7725,1067,LKQ230217P00042500,LKQ,57,2023-02-17,42.5,P,0.15,0.174989,-2,[MULTI],2022-12-22,2022-12-22 14:58:42.638000-05:00,1150,ISO,0.35125,-0.143382,-0.048053,52.735,-1.625,2274.0,OPENING,,,0.15,0.2,207,MIAX,523.0,1.0,BZX
698,7730,2484,WWW230317C00010000,WWW,85,2023-03-17,10.0,C,1.15,1.21886,-2,BOX,2022-12-22,2022-12-22 15:26:19.397000-05:00,2636,LATE,0.540313,-0.018085,0.588737,10.15,0.01,4728.0,OPENING,,,1.15,1.25,56,ARCA,11.0,140.0,MPRL
699,7731,828,CRUS230120P00075000,CRUS,29,2023-01-20,75.0,P,2.75,2.54438,2,BOX,2022-12-22,2022-12-22 15:28:57.030000-05:00,1523,SPRD/FLR,0.37097,0.035859,-0.439926,75.585,-1.845,6958.0,OPENING,,,2.4,2.75,342,ISE,2.0,2.0,ISE
700,7732,828,CRUS230120P00065000,CRUS,29,2023-01-20,65.0,P,0.45,0.423777,1,BOX,2022-12-22,2022-12-22 15:28:57.030000-05:00,1500,SPRD/FLR,0.441293,-0.036322,-0.097943,75.585,-1.845,3080.0,OPENING,,,0.35,0.5,306,BXO,15.0,31.0,BOX
701,7736,2500,NVCR230120P00030000,NVCR,29,2023-01-20,30.0,P,1.5,1.92824,-3,AMEX,2022-12-22,2022-12-22 15:57:17.670000-05:00,2572,SPRD/FLR,2.63043,-0.085096,-0.045566,79.705,1.045,5373.0,OPENING,,,1.65,2.2,475,BOX,35.0,5.0,ARCA
702,7743,853,LITE230120P00043000,LITE,28,2023-01-20,43.0,P,0.449039,0.374404,1,[MULTI],2022-12-23,2022-12-23 09:55:07.543000-05:00,853,,0.503159,0.020856,-0.123761,49.965,-0.635,2438.0,OPENING,,,0.3,0.45,1,BOX,183.0,238.0,CBOE
703,7745,765,AVY230120P00160000,AVY,28,2023-01-20,160.0,P,1.57,1.91802,-1,[BOX],2022-12-23,2022-12-23 09:55:55.887000-05:00,765,FLR,0.396802,0.007079,-0.151472,177.615,-1.195,8931.0,OPENING,,,0.15,3.9,4,PHLX,30.0,20.0,PHLX
704,7750,700,PZZA230120P00072500,PZZA,28,2023-01-20,72.5,P,0.53,0.648952,-1,CBOE,2022-12-23,2022-12-23 10:17:19.120000-05:00,700,AUCT,0.417248,0.013628,-0.110447,82.7451,0.265149,3066.0,OPENING,,,0.35,0.95,162,PHLX,215.0,3.0,GEMX
705,7766,2000,VERV230217C00020000,VERV,56,2023-02-17,20.0,C,1.45,2.14356,-1,BOX,2022-12-23,2022-12-23 12:26:07.816000-05:00,2000,FLR,0.706116,-0.222975,0.444037,18.465,-0.635,5705.0,OPENING,,,0.4,3.1,964,PHLX,437.0,73.0,PHLX
706,7773,1755,HOLX230120C00080000,HOLX,28,2023-01-20,80.0,C,0.64988,0.580224,1,[MULTI],2022-12-23,2022-12-23 13:26:03.713000-05:00,1755,,0.245752,0.018139,0.227468,75.485,0.115,11195.0,OPENING,,,0.5,0.65,1146,EMLD,5.0,447.0,PHLX
707,7776,2000,RGEN230217C00185000,RGEN,56,2023-02-17,185.0,C,6.1,8.24527,-1,PHLX,2022-12-23,2022-12-23 14:10:43.136000-05:00,2000,FLR,0.468292,-0.100398,0.333755,167.075,-5.185,47685.0,OPENING,,,6.0,10.4,2,PHLX,23.0,21.0,PHLX
708,7780,4425,OLLI230120P00040000,OLLI,28,2023-01-20,40.0,P,0.47,0.500522,-1,[AMEX],2022-12-23,2022-12-23 14:21:22.019000-05:00,4426,FLR,0.536357,-0.007923,-0.135436,46.495,0.965,12480.0,OPENING,,,0.45,0.55,555,BOX,93.0,34.0,PHLX
709,7781,2194,LAZ230120P00033000,LAZ,28,2023-01-20,33.0,P,0.42896,0.489527,-1,[PHLX],2022-12-23,2022-12-23 14:30:17.289000-05:00,3944,FLR,0.333635,-0.050976,-0.208666,35.3684,-0.031624,6210.0,OPENING,,,0.4,0.55,71,MPRL,260.0,127.0,PHLX
710,7783,1462,LAZ230120P00033000,LAZ,28,2023-01-20,33.0,P,0.4,0.47803,-2,PHLX,2022-12-23,2022-12-23 14:39:36.063000-05:00,3812,LATE,0.336245,-0.048366,-0.20762,35.365,-0.035,4125.0,OPENING,,,0.4,0.55,71,MPRL,329.0,463.0,PHLX
711,7794,1326,SIG230120P00062000,SIG,28,2023-01-20,62.0,P,2.24823,2.09291,1,[MULTI],2022-12-23,2022-12-23 15:47:18.932000-05:00,1327,ISO,0.640915,0.0207,-0.276981,67.685,1.275,8336.0,OPENING,,,1.95,2.25,1,PHLX,20.0,35.0,BOX
712,7795,949,VGT230120C00430000,VGT,28,2023-01-20,430.0,C,0.05,0.826854,-2,ARCA,2022-12-23,2022-12-23 15:51:05.374000-05:00,950,,0.405683,-0.191817,0.004874,318.535,-0.534503,1236.0,OPENING,,,0.05,1.6,8,ARCA,949.0,175.0,CBOE
713,7801,5347,TREX230120P00035000,TREX,24,2023-01-20,35.0,P,0.360006,0.656447,-1,[AMEX],2022-12-27,2022-12-27 10:14:06.828000-05:00,5347,FLR,0.566389,0.00428,-0.113887,41.21,-0.67,10996.0,OPENING,,,0.3,1.1,159,PHLX,142.0,13.0,BOX
714,7810,1130,WCLD230120P00022000,WCLD,24,2023-01-20,22.0,P,0.305451,0.399921,-1,[MULTI],2022-12-27,2022-12-27 11:47:36.225000-05:00,1130,,0.429142,-0.041834,-0.195002,24.025,-0.3106,1934.0,OPENING,,,0.3,0.5,11,CBOE,249.0,1.0,ARCA
715,7815,2500,ATI230120P00027500,ATI,24,2023-01-20,27.5,P,0.200236,0.252504,-1,[MULTI],2022-12-27,2022-12-27 12:13:56.322000-05:00,2500,,0.432208,-0.004234,-0.114603,31.18,0.89,3914.0,OPENING,,,0.2,0.3,523,AMEX,271.0,27.0,C2
716,7820,6127,AEO230120P00013500,AEO,24,2023-01-20,13.5,P,0.45,0.427064,2,[MULTI],2022-12-27,2022-12-27 13:00:51.760000-05:00,6128,,0.568307,0.042055,-0.310146,14.33,-0.26,7974.0,OPENING,,,0.44,0.45,7,C2,100.0,1447.0,PHLX
717,7824,500,HEES230217C00050000,HEES,52,2023-02-17,50.0,C,1.55,1.65425,-1,BOX,2022-12-27,2022-12-27 13:25:07.882000-05:00,500,FLR,0.419575,0.027979,0.346942,46.02,0.82,3217.0,OPENING,,,1.5,1.8,106,PHLX,65.0,1.0,ARCA
718,7827,570,GNTX230317C00030000,GNTX,80,2023-03-17,30.0,C,0.5,0.454721,2,[MULTI],2022-12-27,2022-12-27 13:56:24.075000-05:00,580,ISO,0.272421,-0.012238,0.25853,27.16,0.17,2352.0,OPENING,,,0.4,0.5,118,PHLX,256.0,78.0,PHLX
719,7836,1484,FSS230120P00045000,FSS,24,2023-01-20,45.0,P,0.65,0.982032,-1,BOX,2022-12-27,2022-12-27 14:39:00.534000-05:00,1500,FLR,0.264269,-0.235444,-0.320084,45.99,-0.15,6253.0,OPENING,,,0.5,1.55,0,PHLX,35.0,48.0,PHLX
720,7853,2000,LEG230120P00030000,LEG,23,2023-01-20,30.0,P,0.2,0.223111,-2,AMEX,2022-12-28,2022-12-28 10:29:24.068000-05:00,2000,SPRD/FLR,0.2976,-0.021942,-0.155212,32.205,-0.295,3916.0,OPENING,,,0.2,0.25,387,PHLX,167.0,22.0,MPRL
721,7861,5420,MBLY230217P00022500,MBLY,51,2023-02-17,22.5,P,0.36,0.417713,-1,PHLX,2022-12-28,2022-12-28 10:58:54.591000-05:00,5420,AUCT,0.814744,-0.005656,-0.071044,33.5198,-0.800199,9258.0,OPENING,,,0.35,0.5,53,CBOE,116.0,186.0,CBOE
722,7875,2000,SFM230120P00031000,SFM,23,2023-01-20,31.0,P,0.46,0.455391,1,AMEX,2022-12-28,2022-12-28 12:40:59.867000-05:00,2113,SPRD/FLR,0.340419,0.004281,-0.262616,32.535,-0.735,5360.0,OPENING,,,0.4,0.5,355,PHLX,170.0,248.0,PHLX
723,7881,530,CBRE230217C00080000,CBRE,51,2023-02-17,80.0,C,1.9,1.96709,-2,[MULTI],2022-12-28,2022-12-28 13:26:13.350000-05:00,532,FLR,0.28329,-0.014341,0.365891,76.125,-0.364995,5695.0,OPENING,,,1.9,2.1,456,PHLX,30.0,30.0,PHLX
724,7883,629,LKQ230217C00057500,LKQ,51,2023-02-17,57.5,C,0.750095,0.79587,2,[MULTI],2022-12-28,2022-12-28 13:37:44.314000-05:00,630,,0.251734,-0.001817,0.259969,53.57,-0.43,4116.0,OPENING,,,0.7,0.75,427,PHLX,98.0,63.0,ARCA
725,7885,2000,KYMR230217C00025000,KYMR,51,2023-02-17,25.0,C,2.05,2.3133,-1,BOX,2022-12-28,2022-12-28 13:49:11.703000-05:00,2000,FLR,0.617423,-0.112985,0.518069,24.3,-0.18,7284.0,OPENING,,,2.0,2.8,13,PHLX,30.0,20.0,PHLX
726,7886,859,CTRN230120P00025000,CTRN,23,2023-01-20,25.0,P,1.2,1.17452,2,[MULTI],2022-12-28,2022-12-28 13:50:06.628000-05:00,861,,0.81531,0.118559,-0.308494,26.845,-0.915,2051.0,OPENING,,,0.3,1.2,10,AMEX,263.0,10.0,MPRL
727,7898,10630,W230120P00150000,W,23,2023-01-20,150.0,P,118.6,118.365,2,BOX,2022-12-28,2022-12-28 14:09:02.640000-05:00,15853,SPRD/FLR,3.05445,1.76452,-0.954141,31.635,-0.515,7772.0,OPENING,,,118.3,118.6,3909,EDGX,1.0,13.0,BXO
728,7931,1100,LH230120C00240000,LH,23,2023-01-20,240.0,C,3.7,3.52006,1,BOX,2022-12-28,2022-12-28 15:50:51.074000-05:00,2255,FLR,0.294783,0.067527,0.340105,231.13,-1.83,23477.0,OPENING,,,2.8,4.3,555,PHLX,75.0,92.0,PHLX
729,7944,1550,CARG230120P00014000,CARG,22,2023-01-20,14.0,P,0.79,0.74486,1,[CBOE],2022-12-29,2022-12-29 10:46:47.185000-05:00,1752,FLR,0.584485,0.019934,-0.469086,13.995,0.665,2128.0,OPENING,,,0.65,0.8,133,PHLX,143.0,1.0,NOM
730,7953,683,MGA230217C00062500,MGA,50,2023-02-17,62.5,C,1.25,1.15956,2,[MULTI],2022-12-29,2022-12-29 11:38:51.241000-05:00,688,,0.363564,0.004767,0.2827,56.955,1.905,4894.0,OPENING,,,1.05,1.25,32,PHLX,251.0,245.0,PHLX
731,7959,732,CARG230120P00013000,CARG,22,2023-01-20,13.0,P,0.4,0.374572,2,[MULTI],2022-12-29,2022-12-29 12:35:27.076000-05:00,771,,0.622963,0.033588,-0.27769,14.055,0.725,851.0,OPENING,,,0.3,0.4,295,AMEX,86.0,216.0,NOM
732,7963,40000,ARKK230113C00033000,ARKK,15,2023-01-13,33.0,C,0.65,0.66852,-2,BOX,2022-12-29,2022-12-29 12:46:30.245000-05:00,40119,SPRD/FLR,0.559095,-0.027072,0.307854,30.905,1.265,88656.0,OPENING,,,0.65,0.69,894,MIAX,61.0,2084.0,ISE
733,7967,3800,JEF230120P00032500,JEF,22,2023-01-20,32.5,P,0.525,0.475526,3,[ARCA],2022-12-29,2022-12-29 13:32:25.010000-05:00,4006,FLR,0.419636,0.024269,-0.247142,34.635,0.295,10259.0,OPENING,,,0.45,0.5,391,PHLX,22.0,10.0,MPRL
734,7974,718,QTWO230120C00030000,QTWO,22,2023-01-20,30.0,C,0.499694,0.329589,1,[MULTI],2022-12-29,2022-12-29 14:16:14.699000-05:00,718,,0.675717,0.112092,0.220349,26.02,1.49,1362.0,OPENING,,,0.15,0.5,25,BOX,40.0,33.0,MIAX
735,7982,999,SEAT230120C00007500,SEAT,22,2023-01-20,7.5,C,0.3,0.280654,2,[ARCA],2022-12-29,2022-12-29 15:54:02.470000-05:00,1000,,0.599852,0.070942,0.463257,7.555,0.785,650.0,OPENING,,,0.25,0.3,9,MPRL,47.0,999.0,ARCA
736,7983,1295,PZZA230217P00070000,PZZA,49,2023-02-17,70.0,P,0.841529,1.74628,-1,[PHLX],2022-12-30,2022-12-30 09:49:39.706000-05:00,1295,AUCT,0.4277,-0.013876,-0.137482,82.1909,-1.01914,8609.0,OPENING,,,0.65,2.85,18,PHLX,114.0,106.0,MIAX
737,7994,6499,BKR230217C00031000,BKR,49,2023-02-17,31.0,C,1.09172,0.951578,3,[MULTI],2022-12-30,2022-12-30 10:34:48.858000-05:00,801,ISO,0.423628,0.019268,0.372831,29.085,-0.095,26072.0,OPENING,,,0.9,1.05,36,MPRL,228.0,208.0,MPRL
738,8029,700,RETL230120P00006000,RETL,21,2023-01-20,6.0,P,0.3,0.259608,2,MPRL,2022-12-30,2022-12-30 13:25:47.882000-05:00,700,,0.877188,-0.117048,-0.29317,6.775,-0.125,385.0,OPENING,,,0.2,0.3,149,C2,55.0,700.0,MPRL
739,8037,1180,DK230120C00032300,DK,21,2023-01-20,32.3,C,0.15,0.172754,-2,[MULTI],2022-12-30,2022-12-30 15:22:24.137000-05:00,1180,,0.544234,0.024483,0.097564,26.925,-0.205,1322.0,OPENING,,,0.15,0.2,746,ARCA,140.0,146.0,PHLX
740,8041,2500,OSPN230317C00012500,OSPN,77,2023-03-17,12.5,C,0.7,0.687152,1,BOX,2022-12-30,2022-12-30 15:33:03.787000-05:00,2502,SPRD/FLR,0.563599,-0.035777,0.395193,11.18,-0.01,4941.0,OPENING,,,0.6,0.75,481,PHLX,302.0,710.0,PHLX
741,8047,588,VMC230120C00180000,VMC,21,2023-01-20,180.0,C,2.6,2.30872,1,BOX,2022-12-30,2022-12-30 15:55:15.175000-05:00,1003,FLR,0.270393,0.021484,0.353173,174.805,-1.225,9187.0,OPENING,,,1.9,2.7,42,PHLX,20.0,4.0,NOM
742,8048,4988,ELF230120P00045000,ELF,21,2023-01-20,45.0,P,0.15,0.252231,-2,ARCA,2022-12-30,2022-12-30 15:58:54.707000-05:00,4991,,0.545333,-0.02262,-0.048635,55.3,-0.38,6747.0,OPENING,,,0.15,0.35,72,ARCA,4988.0,1.0,MPRL
743,8051,1010,DXLG230217C00007500,DXLG,45,2023-02-17,7.5,C,0.3,0.264898,1,[MULTI],2023-01-03,2023-01-03 09:30:33.595000-05:00,1010,FLR,0.577566,-0.024977,0.356829,6.825,0.075,903.0,OPENING,,,0.15,0.35,241,PHLX,213.0,10.0,NOM
744,8057,10527,U230120P00022000,U,17,2023-01-20,22.0,P,0.25,0.260455,-1,[PHLX],2023-01-03,2023-01-03 09:59:26.175000-05:00,10528,AUCT,0.943278,0.048149,-0.086842,28.4254,-0.164565,10303.0,OPENING,,,0.24,0.29,1067,AMEX,1062.0,42.0,ARCA
745,8064,766,PPG230127P00105000,PPG,24,2023-01-27,105.0,P,0.72,0.870319,-1,CBOE,2023-01-03,2023-01-03 10:17:29.613000-05:00,1065,AUCT,0.545459,0.051523,-0.085419,125.623,-0.117147,3898.0,OPENING,,,0.2,2.55,0,PHLX,73.0,251.0,PHLX
746,8076,19973,SWN230217P00005000,SWN,45,2023-02-17,5.0,P,0.23,0.21918,2,BOX,2023-01-03,2023-01-03 10:49:50.893000-05:00,20022,SPRD/FLR,0.659472,0.040835,-0.259532,5.625,-0.225,12839.0,OPENING,,,0.21,0.23,112,EMLD,264.0,27.0,BOX
747,8080,549,ULCC230217C00012500,ULCC,45,2023-02-17,12.5,C,0.2,0.17503,2,[MULTI],2023-01-03,2023-01-03 11:00:28.309000-05:00,1051,,0.588483,0.079316,0.191631,10.175,-0.095,537.0,OPENING,,,0.1,0.2,178,PHLX,50.0,25.0,ARCA
748,8081,500,NARI230120C00070000,NARI,17,2023-01-20,70.0,C,0.96112,1.37677,1,[MULTI],2023-01-03,2023-01-03 11:05:36.174000-05:00,500,AUCT,0.695996,-0.020981,0.203212,60.615,-2.945,1865.0,OPENING,,,0.0,1.5,137,PHLX,0.0,1.0,PHLX
749,8085,4000,CRK230217P00011000,CRK,45,2023-02-17,11.0,P,0.5,0.477891,1,PHLX,2023-01-03,2023-01-03 11:11:58.122000-05:00,4000,SPRD/FLR,0.732083,0.016299,-0.229481,12.82,-0.89,5480.0,OPENING,,,0.4,0.55,73,PHLX,198.0,6.0,BOX
750,8117,1000,ELV230120P00435000,ELV,17,2023-01-20,435.0,P,0.8,1.05095,-2,PHLX,2023-01-03,2023-01-03 14:05:24.964000-05:00,1000,SPRD/CROSS/TIED,0.382625,-0.012834,-0.046805,497.265,-15.705,10740.0,OPENING,,,0.8,1.3,4,GEMX,9.0,91.0,PHLX
751,8125,1248,NFE230120P00030000,NFE,17,2023-01-20,30.0,P,0.4,0.322802,2,PHLX,2023-01-03,2023-01-03 14:57:00.080000-05:00,1351,FLR,0.79146,0.063267,-0.123338,35.97,-3.45,1984.0,OPENING,,,0.2,0.4,162,PHLX,48.0,2.0,EDGX
752,8130,500,JACK230120C00065000,JACK,17,2023-01-20,65.0,C,3.68,3.68405,-1,PHLX,2023-01-03,2023-01-03 15:27:15.092000-05:00,501,AUCT,0.39929,0.017996,0.678927,67.2569,-0.973072,2608.0,OPENING,,,3.6,3.8,124,BZX,1.0,5.0,MIAX
753,8131,500,JACK230120C00065000,JACK,17,2023-01-20,65.0,C,3.68,3.73995,-1,PHLX,2023-01-03,2023-01-03 15:27:30.102000-05:00,1001,AUCT,0.389496,0.008202,0.686953,67.3312,-0.898839,2584.0,OPENING,,,3.5,3.9,124,PHLX,20.0,30.0,PHLX
754,8152,1284,GTLS230120C00120000,GTLS,16,2023-01-20,120.0,C,3.6,3.30852,2,PHLX,2023-01-04,2023-01-04 09:51:34.142000-05:00,1780,LATE,0.554449,0.056956,0.401293,115.23,0.3,12106.0,OPENING,,,3.0,3.6,323,ARCA,1.0,56.0,BOX
755,8153,2500,MCHI230120P00045820,MCHI,16,2023-01-20,45.82,P,0.333532,0.252833,1,[MULTI],2023-01-04,2023-01-04 09:54:09.130000-05:00,2502,,0.459354,0.052689,-0.13646,50.675,1.565,5889.0,OPENING,,,0.15,0.35,1034,PHLX,640.0,282.0,BOX
756,8154,2543,MCHI230120P00045820,MCHI,16,2023-01-20,45.82,P,0.34661,0.273009,1,[MULTI],2023-01-04,2023-01-04 09:55:05.850000-05:00,5045,ISO,0.459945,0.05328,-0.136294,50.685,1.575,5987.0,OPENING,,,0.2,0.35,1034,GEMX,182.0,357.0,CBOE
757,8155,2500,MCHI230120P00045820,MCHI,16,2023-01-20,45.82,P,0.349828,0.270688,1,[MULTI],2023-01-04,2023-01-04 09:55:22.499000-05:00,7545,ISO,0.46111,0.054445,-0.135964,50.705,1.595,5878.0,OPENING,,,0.2,0.35,1034,PHLX,65.0,442.0,BOX
758,8158,2500,MCHI230120P00045820,MCHI,16,2023-01-20,45.82,P,0.34394,0.298253,1,[MULTI],2023-01-04,2023-01-04 09:55:58.188000-05:00,10245,,0.462838,0.056173,-0.135477,50.7347,1.62466,5867.0,OPENING,,,0.25,0.35,1034,BZX,100.0,921.0,PHLX
759,8177,689,VVOS230217C00002500,VVOS,44,2023-02-17,2.5,C,0.9,0.914525,2,ISE,2023-01-04,2023-01-04 10:39:34.834000-05:00,1117,,1.85829,-0.441812,0.707447,2.91,2.17,237.0,OPENING,,,0.75,0.9,89,PHLX,204.0,89.0,ARCA
760,8182,24500,BHC230217C00008000,BHC,44,2023-02-17,8.0,C,0.32,0.296532,-1,BOX,2023-01-04,2023-01-04 10:59:24.316000-05:00,25003,FLR,0.831249,0.09704,0.305617,6.605,0.325,19710.0,OPENING,,,0.2,0.5,665,CBOE,1168.0,1092.0,CBOE
761,8186,2500,LESL230217C00013000,LESL,44,2023-02-17,13.0,C,0.65,0.70549,-1,PHLX,2023-01-04,2023-01-04 11:15:05.710000-05:00,2501,FLR,0.460602,-0.031415,0.462465,12.615,0.365,4350.0,OPENING,,,0.6,0.85,85,PHLX,697.0,1.0,NOM
762,8196,524,IWR230217C00072000,IWR,44,2023-02-17,72.0,C,0.65,0.605756,2,[MULTI],2023-01-04,2023-01-04 11:47:09.496000-05:00,524,,0.192364,-0.007472,0.248635,68.355,1.195,3987.0,OPENING,,,0.6,0.65,40,MPRL,213.0,14.0,NOM
763,8198,2000,PRCT230217P00035000,PRCT,44,2023-02-17,35.0,P,2.3,1.68146,-1,BOX,2023-01-04,2023-01-04 11:50:41.175000-05:00,2000,SPRD/FLR,0.765082,0.166241,-0.301912,38.76,-0.8,9390.0,OPENING,,,0.1,4.8,0,CBOE,1238.0,151.0,PHLX
764,8199,2000,PRCT230217P00025000,PRCT,44,2023-02-17,25.0,P,0.3,0.045086,-1,BOX,2023-01-04,2023-01-04 11:50:41.175000-05:00,2000,SPRD/FLR,0.866403,0.280597,-0.054674,38.76,-0.8,2990.0,OPENING,,,0.0,1.1,0,MPRL,0.0,103.0,PHLX
765,8202,1000,SUI230217C00145000,SUI,44,2023-02-17,145.0,C,6.0,6.80078,-1,PHLX,2023-01-04,2023-01-04 11:55:37.937000-05:00,1000,FLR,0.294376,-0.012663,0.526089,144.485,4.565,20017.0,OPENING,,,5.8,7.8,6,MPRL,1.0,29.0,BOX
766,8222,1099,CWEB230120P00045000,CWEB,16,2023-01-20,45.0,P,0.45,0.477484,-2,[MULTI],2023-01-04,2023-01-04 13:02:11.238000-05:00,1137,,1.22933,0.056395,-0.057168,65.5512,9.38123,1734.0,OPENING,,,0.45,0.5,1018,ARCA,2.0,2.0,MIAX
767,8243,600,PFGC230120P00055000,PFGC,16,2023-01-20,55.0,P,0.7,0.595569,1,ISE,2023-01-04,2023-01-04 13:54:29.970000-05:00,600,CROSS,0.367646,0.036214,-0.254563,57.58,0.69,2336.0,OPENING,,,0.45,0.75,46,BOX,14.0,127.0,PHLX
768,8261,638,UPLD230217C00007500,UPLD,44,2023-02-17,7.5,C,0.65,0.632972,2,[MULTI],2023-01-04,2023-01-04 14:52:36.942000-05:00,638,,0.615611,-0.034486,0.550293,7.48,0.3,657.0,OPENING,,,0.6,0.65,0,ARCA,73.0,64.0,ARCA
769,8282,1000,WBX230317C00002500,WBX,71,2023-03-17,2.5,C,1.35,1.12723,1,BOX,2023-01-05,2023-01-05 09:39:50.108000-05:00,1000,FLR,1.78391,0.727315,0.762786,3.395,-0.105,434.0,OPENING,,,0.7,1.45,89,PHLX,383.0,361.0,BXO
770,8286,924,AXNX230120C00062500,AXNX,15,2023-01-20,62.5,C,2.54995,1.62578,2,[MULTI],2023-01-05,2023-01-05 09:57:39.777000-05:00,1000,,0.663036,0.116159,0.447569,60.66,-0.08,4538.0,OPENING,,,1.0,2.55,2,CBOE,95.0,27.0,CBOE
771,8300,8000,IPG230217P00030000,IPG,43,2023-02-17,30.0,P,0.2,0.249418,-2,ARCA,2023-01-05,2023-01-05 10:36:54.509000-05:00,8000,SPRD/FLR,0.371307,-0.019283,-0.092486,35.085,0.385,16222.0,OPENING,,,0.2,0.3,26,PHLX,102.0,51.0,MIAX
772,8301,4000,IPG230217P00033000,IPG,43,2023-02-17,33.0,P,0.7,0.747276,-2,ARCA,2023-01-05,2023-01-05 10:36:54.509000-05:00,4000,SPRD/FLR,0.339264,-0.003526,-0.266687,35.085,0.385,15912.0,OPENING,,,0.7,0.8,18,NOM,1.0,72.0,PHLX
773,8324,1275,CUBI230217P00025000,CUBI,43,2023-02-17,25.0,P,1.4,1.5002,1,PHLX,2023-01-05,2023-01-05 11:47:28.321000-05:00,1278,FLR,0.72444,0.248816,-0.294381,27.2,-1.03,4136.0,OPENING,,,0.4,1.5,28,PHLX,83.0,91.0,PHLX
774,8325,1300,DADA230217C00012500,DADA,43,2023-02-17,12.5,C,1.6,1.4354,2,PHLX,2023-01-05,2023-01-05 11:49:00.351000-05:00,1479,FLR,1.12984,0.209465,0.531789,11.84,1.58,2112.0,OPENING,,,1.35,1.6,153,BOX,136.0,63.0,PHLX
775,8326,1000,ETR230120P00100000,ETR,15,2023-01-20,100.0,P,0.7004,0.7976,-1,[PHLX],2023-01-05,2023-01-05 11:52:11.275000-05:00,1002,AUCT,0.274691,-0.072667,-0.211091,104.255,-4.95459,6192.0,OPENING,,,0.7,0.95,27,GEMX,1.0,71.0,PHLX
776,8327,1500,ETR230120P00100000,ETR,15,2023-01-20,100.0,P,0.7,0.740735,-1,PHLX,2023-01-05,2023-01-05 11:52:19.690000-05:00,2502,AUCT,0.275848,-0.07151,-0.207984,104.337,-4.87268,9215.0,OPENING,,,0.6,0.9,27,PHLX,103.0,6.0,MIAX
777,8334,500,PODD230317C00330000,PODD,71,2023-03-17,330.0,C,6.55,6.43515,1,[PHLX],2023-01-05,2023-01-05 12:06:16.277000-05:00,500,FLR,0.379663,-0.014584,0.248781,287.04,7.32,20172.0,OPENING,,,4.4,8.4,63,BOX,19.0,16.0,PHLX
778,8339,1750,DK230120C00029800,DK,15,2023-01-20,29.8,C,0.1,0.149454,-2,[MULTI],2023-01-05,2023-01-05 12:23:31.869000-05:00,1775,,0.619275,0.06334,0.076987,24.63,-1.01,1273.0,OPENING,,,0.1,0.2,388,BOX,175.0,434.0,PHLX
779,8341,1300,DADA230217C00012500,DADA,43,2023-02-17,12.5,C,1.9,1.85744,1,PHLX,2023-01-05,2023-01-05 12:34:17.680000-05:00,3055,FLR,1.14649,0.226119,0.574455,12.3353,2.07529,2169.0,OPENING,,,1.7,1.95,153,CBOE,91.0,7.0,BXO
780,8346,1500,ATI230217C00035000,ATI,43,2023-02-17,35.0,C,1.0,0.86699,2,[MULTI],2023-01-05,2023-01-05 13:01:08.065000-05:00,1500,,0.505206,0.037418,0.312878,31.475,0.445,5756.0,OPENING,,,0.75,1.0,594,PHLX,210.0,401.0,PHLX
