,index,size,option,root,dtx,expiry_date,strike,pc,price,theo,side,exch,date,date_time,volume,cond,ivol,ivol_chg,delta,spot,spot_chg,vega_dollar,cond_extra,hilo,events,bid,ask,open_int,bid_exch,bid_size,ask_size,ask_exch
88,685,1110,SOXX221118C00430000,SOXX,44,2022-11-18,430.0,C,0.65,0.502403,1,ARCA,2022-10-05,2022-10-05 14:27:08.903000-04:00,1110,FLR,0.335584,-0.017476,0.042429,347.515,2.29503,12467.0,OPENING,,,0.0,1.0,0,MPRL,0.0,126.0,CBOE
89,690,3000,RL221021C00095000,RL,16,2022-10-21,95.0,C,3.4,3.27854,1,PHLX,2022-10-05,2022-10-05 14:53:25.173000-04:00,3003,SPRD/CROSS/TIED,0.477687,0.037631,0.487359,94.145,2.395,23618.0,OPENING,,,3.1,3.5,2911,PHLX,119.0,113.0,PHLX
90,699,2628,SUPN221021P00036000,SUPN,16,2022-10-21,36.0,P,3.35,3.16277,1,[BOX],2022-10-05,2022-10-05 15:23:49.333000-04:00,3000,FLR,0.663039,0.116227,-0.653467,33.815,-0.445,6816.0,OPENING,,,2.3,3.6,2,AMEX,92.0,49.0,BZX
91,710,300000,VALE221118C00015000,VALE,44,2022-11-18,15.0,C,0.96,0.969139,-1,PHLX,2022-10-05,2022-10-05 15:45:20.129000-04:00,304164,SPRD/FLR,0.476237,-0.035106,0.525616,14.895,0.255,618030.0,OPENING,,,0.95,0.99,163200,C2,2.0,150.0,ARCA
92,712,18268,JETS221118P00015000,JETS,44,2022-11-18,15.0,P,0.48,0.477726,2,PHLX,2022-10-05,2022-10-05 15:52:47.101000-04:00,20669,LATE,0.457309,0.007524,-0.278723,16.205,-0.115,34605.0,OPENING,,,0.47,0.48,192,ARCA,6.0,49.0,GEMX
93,729,4500,APPS221021P00015000,APPS,15,2022-10-21,15.0,P,0.59,0.565362,1,PHLX,2022-10-06,2022-10-06 10:09:40.988000-04:00,4502,SPRD/FLR,0.865007,0.016967,-0.296821,16.205,0.184986,5164.0,OPENING,,,0.52,0.6,821,AMEX,966.0,20.0,PHLX
94,740,17188,SYF221118P00028000,SYF,43,2022-11-18,28.0,P,1.09975,0.996883,1,[MIAX],2022-10-06,2022-10-06 10:29:26.938000-04:00,3898,AUCT,0.593589,0.038334,-0.258321,31.425,-0.325001,59792.0,OPENING,,,0.85,1.1,80,NOM,18.0,210.0,PHLX
95,741,1472,KRO221118P00007500,KRO,43,2022-11-18,7.5,P,0.249912,0.028099,2,[MULTI],2022-10-06,2022-10-06 10:31:07.256000-04:00,1472,,0.755984,0.308199,-0.17958,8.965,-0.475,1200.0,OPENING,,,0.0,0.25,50,PHLX,0.0,323.0,PHLX
96,744,5000,JNK221021P00100000,JNK,15,2022-10-21,100.0,P,10.4,10.5013,-1,PHLX,2022-10-06,2022-10-06 10:33:49.933000-04:00,7000,SPRD/CROSS/TIED,0.274896,-0.058016,-0.970637,89.655,-0.205,6182.0,OPENING,,,10.1,11.5,5,ISE,870.0,252.0,PHLX
97,745,5000,JNK221021C00100000,JNK,15,2022-10-21,100.0,C,0.2,0.152234,1,PHLX,2022-10-06,2022-10-06 10:33:49.933000-04:00,7000,SPRD/CROSS/TIED,0.356462,0.0229,0.072528,89.655,-0.205,12851.0,OPENING,,,0.0,0.3,1,BZX,0.0,468.0,PHLX
98,749,1000,NOG221021P00025000,NOG,15,2022-10-21,25.0,P,0.08454,0.275355,-3,[MULTI],2022-10-06,2022-10-06 10:37:11.851000-04:00,1000,,0.861057,-0.03297,-0.058283,32.515,0.565045,774.0,OPENING,,,0.15,0.4,125,PHLX,4.0,1.0,NOM
99,782,2000,TPG221216P00030000,TPG,71,2022-12-16,30.0,P,3.1,2.87766,2,PHLX,2022-10-06,2022-10-06 12:10:35.521000-04:00,2000,SPRD/FLR,0.520666,0.0,-0.501289,29.46,0.03,10225.0,OPENING,,,2.7,3.1,0,BZX,25.0,1.0,NOM
100,783,2000,TPG221216P00022500,TPG,71,2022-12-16,22.5,P,0.7,0.619538,1,PHLX,2022-10-06,2022-10-06 12:10:35.521000-04:00,2000,SPRD/FLR,0.645562,0.0,-0.145419,29.46,0.03,5874.0,OPENING,,,0.45,0.8,0,BZX,16.0,145.0,PHLX
101,793,555,SPYG221216P00050000,SPYG,71,2022-12-16,50.0,P,1.8,1.69571,2,BOX,2022-10-06,2022-10-06 13:17:35.980000-04:00,556,FLR,0.346249,0.014775,-0.31859,52.815,-0.075,4622.0,OPENING,,,1.6,1.8,359,CBOE,302.0,551.0,CBOE
102,810,600,SCHE221118C00023000,SCHE,43,2022-11-18,23.0,C,0.9,0.928825,-1,[CBOE],2022-10-06,2022-10-06 14:51:41.322000-04:00,600,,0.232256,-0.00231,0.581903,23.235,-0.185,1870.0,OPENING,,,0.85,1.0,25,CBOE,751.0,15.0,CBOE
103,824,3159,VFF221216C00003000,VFF,71,2022-12-16,3.0,C,0.299975,0.140846,2,[MULTI],2022-10-06,2022-10-06 15:17:59.639000-04:00,4350,,1.28901,0.487539,0.429055,2.275,0.195,1246.0,OPENING,,,0.15,0.3,982,GEMX,34.0,732.0,PHLX
104,841,969,EWA221216P00020000,EWA,70,2022-12-16,20.0,P,1.1,1.06816,2,[MULTI],2022-10-07,2022-10-07 10:02:17.097000-04:00,982,,0.307961,0.017035,-0.480936,20.195,-0.265,3357.0,OPENING,,,1.05,1.1,315,C2,85.0,386.0,BZX
105,855,1350,ATNM221118P00005000,ATNM,42,2022-11-18,5.0,P,0.44,0.248863,1,[PHLX],2022-10-07,2022-10-07 10:39:54.441000-04:00,1350,FLR,1.75551,0.377263,-0.139336,7.94,0.07,811.0,OPENING,,,0.25,0.45,573,ARCA,50.0,181.0,EDGX
106,859,60000,CANO221118C00010000,CANO,42,2022-11-18,10.0,C,1.0,0.817325,3,PHLX,2022-10-07,2022-10-07 10:42:31.293000-04:00,71034,SPRD/FLR,0.928389,-0.064205,0.512749,9.315,0.475,77322.0,OPENING,,,0.75,0.9,14439,NOM,1.0,8.0,NOM
107,870,695,REXR221118C00055000,REXR,42,2022-11-18,55.0,C,1.28,1.38665,-1,[BOX],2022-10-07,2022-10-07 11:15:55.725000-04:00,795,FLR,0.352188,-0.045663,0.338358,51.755,-0.715,4483.0,OPENING,,,1.25,1.55,4,PHLX,55.0,1.0,C2
108,887,937,CNP221118P00025000,CNP,42,2022-11-18,25.0,P,0.549915,0.496406,2,[MULTI],2022-10-07,2022-10-07 12:32:13.464000-04:00,941,,0.360315,-0.000798,-0.261804,26.895,-0.445,2780.0,OPENING,,,0.45,0.55,226,MIAX,12.0,191.0,PHLX
109,888,1300,JEF221118P00030000,JEF,42,2022-11-18,30.0,P,1.16,1.08837,1,[BOX],2022-10-07,2022-10-07 12:38:16.944000-04:00,1490,FLR,0.443323,0.023496,-0.348691,31.615,-0.865,5128.0,OPENING,,,1.0,1.2,200,CBOE,245.0,122.0,PHLX
110,893,2000,SWTX221216C00035000,SWTX,70,2022-12-16,35.0,C,1.45,2.02226,-1,AMEX,2022-10-07,2022-10-07 13:07:32.746000-04:00,2000,FLR,0.745461,-0.152271,0.300193,27.67,-1.05,8443.0,OPENING,,,1.35,2.75,3,PHLX,20.0,52.0,PHLX
111,943,2835,ALGM221118P00017500,ALGM,39,2022-11-18,17.5,P,0.285009,0.197581,-1,[BOX],2022-10-10,2022-10-10 10:03:52.112000-04:00,2835,FLR,0.649034,-0.007379,-0.119144,22.1,-1.01,4097.0,OPENING,,,0.05,0.65,90,BOX,36.0,53.0,PHLX
112,944,2835,ALGM221118P00017500,ALGM,39,2022-11-18,17.5,P,0.28,0.206935,-1,[BOX],2022-10-10,2022-10-10 10:04:13.581000-04:00,5670,FLR,0.649449,-0.006964,-0.119056,22.105,-1.005,4095.0,OPENING,,,0.05,0.65,90,PHLX,20.0,39.0,PHLX
113,951,3103,AGQ221118C00025000,AGQ,39,2022-11-18,25.0,C,1.1,1.12173,-2,[MULTI],2022-10-10,2022-10-10 10:38:44.261000-04:00,3107,,0.747344,0.051455,0.348199,21.97,-1.12,8263.0,OPENING,,,1.1,1.15,158,ARCA,2110.0,1069.0,AMEX
114,991,1500,INCY221216P00055000,INCY,67,2022-12-16,55.0,P,0.5,0.952841,-1,PHLX,2022-10-10,2022-10-10 14:12:59.590000-04:00,1500,SPRD/CROSS/TIED,0.399252,-0.086988,-0.088163,67.99,-0.43,7075.0,OPENING,,,0.45,1.45,1,PHLX,34.0,85.0,PHLX
115,1017,4000,NUGT221118C00030000,NUGT,38,2022-11-18,30.0,C,1.4,1.43401,-2,[MULTI],2022-10-11,2022-10-11 10:01:05.864000-04:00,4100,,0.972197,0.025052,0.325561,24.7,-0.29,11502.0,OPENING,,,1.4,1.45,369,PHLX,2000.0,1860.0,AMEX
116,1031,750,JAZZ221118P00130000,JAZZ,38,2022-11-18,130.0,P,5.18749,5.36774,-1,[PHLX],2022-10-11,2022-10-11 10:24:14.192000-04:00,800,AUCT,0.410533,0.000796,-0.376421,134.045,0.625455,12360.0,OPENING,,,4.6,6.0,24,NOM,23.0,37.0,NOM
117,1033,1000,PCOR221118C00055000,PCOR,38,2022-11-18,55.0,C,1.0,1.15341,-1,PHLX,2022-10-11,2022-10-11 10:37:36.072000-04:00,1000,SPRD/FLR,0.622112,-0.00399,0.212729,45.695,-4.635,4302.0,OPENING,,,0.8,1.5,11,PHLX,30.0,119.0,PHLX
118,1088,1500,PRCT221118P00025000,PRCT,38,2022-11-18,25.0,P,0.14,0.073193,-1,CBOE,2022-10-11,2022-10-11 14:17:11.205000-04:00,1500,SPRD/LEG/FLR,0.882169,0.20305,-0.029114,40.64,0.99,1314.0,OPENING,,,0.05,1.35,0,PHLX,50.0,118.0,PHLX
119,1114,10000,BBIG221216C00005000,BBIG,66,2022-12-16,5.0,C,0.04,0.03042,2,EDGX,2022-10-11,2022-10-11 15:23:26.216000-04:00,10000,CROSS,2.36234,0.321224,0.12406,0.96975,-0.00135,825.0,OPENING,,,0.02,0.04,671,ARCA,12.0,94.0,PHLX
120,1117,500,BKI221118P00060000,BKI,38,2022-11-18,60.0,P,2.25,1.89271,1,MIAX,2022-10-11,2022-10-11 15:29:08.356000-04:00,1500,ISO/AUCT,0.46427,0.14327,-0.334389,62.9551,-1.92489,3707.0,OPENING,,,1.4,2.35,2,PHLX,60.0,14.0,MPRL
121,1118,500,BKI221118P00060000,BKI,38,2022-11-18,60.0,P,2.25,1.90443,1,MIAX,2022-10-11,2022-10-11 15:29:16.607000-04:00,2000,ISO/AUCT,0.464942,0.143942,-0.33396,62.97,-1.90999,3707.0,OPENING,,,1.4,2.35,2,PHLX,60.0,14.0,MPRL
122,1142,990,FAZ221104C00029000,FAZ,23,2022-11-04,29.0,C,3.29518,3.23549,-3,[MULTI],2022-10-12,2022-10-12 10:23:46.205000-04:00,993,,1.05763,0.051832,0.573806,29.3554,-0.154556,2875.0,OPENING,,,3.3,3.4,18,BOX,99.0,315.0,PHLX
123,1145,500,DBRG221118C00013000,DBRG,37,2022-11-18,13.0,C,0.7,0.700134,-2,ARCA,2022-10-12,2022-10-12 10:28:38.003000-04:00,500,,0.690325,0.018747,0.415607,11.985,-0.515,750.0,OPENING,,,0.7,0.8,0,ARCA,500.0,307.0,PHLX
124,1163,8072,HOLI221118P00015000,HOLI,37,2022-11-18,15.0,P,1.3,1.18542,2,BOX,2022-10-12,2022-10-12 11:50:24.483000-04:00,8656,SPRD/FLR,0.76548,0.111607,-0.409549,15.425,-0.265,15371.0,OPENING,,,1.0,1.3,4631,PHLX,31.0,10.0,EMLD
125,1166,1200,HA221118P00013000,HA,37,2022-11-18,13.0,P,0.9,0.889887,1,BOX,2022-10-12,2022-10-12 12:01:08.484000-04:00,1200,SPRD/FLR,0.699562,0.019234,-0.375004,13.59,0.39,1974.0,OPENING,,,0.8,0.95,57,PHLX,609.0,746.0,PHLX
126,1172,4197,NUGT221216C00030000,NUGT,65,2022-12-16,30.0,C,2.0,2.01181,-2,[MULTI],2022-10-12,2022-10-12 12:37:57.314000-04:00,4260,,0.933729,0.008102,0.372764,24.345,-0.225,16293.0,OPENING,,,2.0,2.05,3779,CBOE,1999.0,3200.0,PHLX
127,1183,1000,CNP221118P00023000,CNP,37,2022-11-18,23.0,P,0.35,0.322209,1,[MULTI],2022-10-12,2022-10-12 13:39:23.390000-04:00,1000,AUCT,0.427459,0.007838,-0.174787,25.995,-0.605,2133.0,OPENING,,,0.25,0.4,101,PHLX,310.0,926.0,PHLX
128,1213,1800,SFM221118P00023000,SFM,37,2022-11-18,23.0,P,0.25,0.301162,-2,PHLX,2022-10-12,2022-10-12 15:07:44.486000-04:00,1800,SPRD/FLR,0.501837,-0.057465,-0.110851,27.575,-0.725,3008.0,OPENING,,,0.25,0.35,19,PHLX,75.0,211.0,AMEX
129,1218,1000,CTRN221216C00020000,CTRN,65,2022-12-16,20.0,C,2.5,2.76145,1,[MIAX],2022-10-12,2022-10-12 15:17:14.183000-04:00,1000,AUCT,0.790041,-0.08986,0.566294,19.175,0.745,3279.0,OPENING,,,1.65,2.75,0,AMEX,67.0,20.0,PHLX
130,1230,3500,IRBT221118P00055000,IRBT,37,2022-11-18,55.0,P,1.1,0.993914,1,EDGX,2022-10-12,2022-10-12 15:52:10.943000-04:00,3506,CROSS,0.229606,-0.044666,-0.377486,55.885,0.285,23666.0,OPENING,,,0.45,1.45,108,PHLX,119.0,10.0,PHLX
131,1232,750,EIX221118C00060000,EIX,37,2022-11-18,60.0,C,1.0,0.925545,2,BOX,2022-10-12,2022-10-12 15:53:58.545000-04:00,762,FLR,0.348571,-0.024419,0.278687,55.685,-1.775,4483.0,OPENING,,,0.85,1.0,42,PHLX,20.0,30.0,PHLX
132,1246,2000,AYX221118C00050000,AYX,36,2022-11-18,50.0,C,2.51,2.47342,1,BOX,2022-10-13,2022-10-13 10:23:37.368000-04:00,2010,SPRD/FLR,0.741311,-0.005137,0.385954,45.295,-2.335,10921.0,OPENING,,,2.4,2.55,54,PHLX,1.0,6.0,ARCA
133,1259,7500,MTG221216P00010000,MTG,64,2022-12-16,10.0,P,0.3,0.152316,2,BOX,2022-10-13,2022-10-13 10:52:20.801000-04:00,7500,SPRD/FLR,0.569109,0.081262,-0.171689,12.325,-0.175,9793.0,OPENING,,,0.0,0.3,1000,ARCA,0.0,655.0,PHLX
134,1261,950,KRBN221118P00036000,KRBN,36,2022-11-18,36.0,P,1.0,0.933476,1,BOX,2022-10-13,2022-10-13 11:03:20.176000-04:00,1000,SPRD/FLR,0.414531,-0.002519,-0.293875,38.52,0.83,3960.0,OPENING,,,0.8,1.1,9,PHLX,84.0,39.0,BOX
135,1312,1200,TNL221118C00040000,TNL,36,2022-11-18,40.0,C,1.44,1.32027,1,BOX,2022-10-13,2022-10-13 14:46:03-04:00,1200,SPRD/FLR,0.515533,-0.010964,0.376095,37.385,1.155,5355.0,OPENING,,,1.15,1.45,21,PHLX,63.0,21.0,PHLX
136,1313,800,TNL221118C00040000,TNL,36,2022-11-18,40.0,C,1.45,1.32027,2,BOX,2022-10-13,2022-10-13 14:46:03-04:00,2000,SPRD/FLR,0.517776,-0.008721,0.376884,37.385,1.155,3573.0,OPENING,,,1.15,1.45,21,PHLX,63.0,21.0,PHLX
137,1314,2200,TNL221118C00042500,TNL,36,2022-11-18,42.5,C,0.74,0.723821,1,BOX,2022-10-13,2022-10-13 14:46:03-04:00,2200,SPRD/FLR,0.496364,-0.076137,0.235796,37.385,1.155,7979.0,OPENING,,,0.6,0.85,18,PHLX,246.0,118.0,PHLX
138,1336,2890,DDOG221125P00055000,DDOG,42,2022-11-25,55.0,P,0.93,1.02392,-1,PHLX,2022-10-14,2022-10-14 09:38:13.159000-04:00,2890,AUCT,0.905924,-0.034317,-0.073782,81.7451,0.845114,11258.0,OPENING,,,0.8,1.25,2,PHLX,218.0,134.0,MIAX
139,1348,7261,PEP221118C00180000,PEP,35,2022-11-18,180.0,C,2.06737,2.17006,-3,[MULTI],2022-10-14,2022-10-14 10:52:36.042000-04:00,7334,ISO,0.225626,-0.002968,0.291715,172.152,-2.45836,134071.0,OPENING,,,2.13,2.24,1408,BZX,51.0,4.0,C2
140,1352,1439,MDC221118P00030000,MDC,35,2022-11-18,30.0,P,3.19785,3.03415,1,[MULTI],2022-10-14,2022-10-14 11:31:41.574000-04:00,1439,,0.561735,0.066683,-0.626477,28.37,-0.74,4716.0,OPENING,,,2.8,3.2,44,PHLX,83.0,86.0,PHLX
141,1354,1500,ROG221216P00220000,ROG,63,2022-12-16,220.0,P,13.7,12.0702,1,PHLX,2022-10-14,2022-10-14 11:46:39.111000-04:00,1500,SPRD/CROSS/TIED,0.533254,-0.000148,-0.351193,231.778,2.69814,53756.0,OPENING,,,10.7,15.5,65,MPRL,3.0,1.0,NOM
142,1355,1500,ROG221118C00260000,ROG,35,2022-11-18,260.0,C,2.15,3.83548,-1,PHLX,2022-10-14,2022-10-14 11:46:39.111000-04:00,1501,SPRD/CROSS/TIED,0.352365,0.014077,0.169181,231.768,2.68831,27474.0,OPENING,,,1.3,6.3,11,PHLX,30.0,30.0,PHLX
143,1363,2000,RPAY221118P00005000,RPAY,35,2022-11-18,5.0,P,0.22,0.071886,1,[ARCA],2022-10-14,2022-10-14 12:35:47.427000-04:00,2000,FLR,0.988784,0.305036,-0.17083,6.265,-0.385,994.0,OPENING,,,0.05,0.25,0,NOM,42.0,211.0,PHLX
144,1364,8414,PM221118C00090000,PM,35,2022-11-18,90.0,C,1.69246,1.82973,-3,[MULTI],2022-10-14,2022-10-14 12:45:07.900000-04:00,8448,,0.287089,-0.012464,0.354389,86.375,-0.855,84133.0,OPENING,,,1.75,1.9,626,BZX,283.0,61.0,PHLX
145,1365,8136,PM221118C00090000,PM,35,2022-11-18,90.0,C,1.6,1.71657,-1,[MULTI],2022-10-14,2022-10-14 12:45:13.271000-04:00,16584,AUCT,0.276314,-0.023239,0.341524,86.25,-0.98,80185.0,OPENING,,,1.5,1.9,626,BZX,185.0,4.0,ARCA
146,1378,865,AME221118C00120000,AME,35,2022-11-18,120.0,C,2.12,2.20458,-1,AMEX,2022-10-14,2022-10-14 14:00:18.293000-04:00,867,SPRD/FLR,0.301178,-0.011571,0.322454,114.065,-1.73499,11013.0,OPENING,,,1.7,2.75,27,BOX,44.0,54.0,BZX
147,1383,7500,DXJ221118P00058000,DXJ,35,2022-11-18,58.0,P,0.4,0.371353,1,AMEX,2022-10-14,2022-10-14 14:28:24.109000-04:00,7500,FLR,0.277587,0.00883,-0.14053,63.27,-0.37,33287.0,OPENING,,,0.3,0.45,30,PHLX,10.0,60.0,PHLX
148,1388,39000,NLY221118C00021000,NLY,35,2022-11-18,21.0,C,0.145,0.174597,-1,[ARCA],2022-10-14,2022-10-14 15:01:42.524000-04:00,40002,FLR,0.542806,-0.041184,0.117866,16.885,-0.115,40509.0,OPENING,,,0.14,0.21,22138,PHLX,1042.0,289.0,PHLX
149,1421,868,APEI221118P00010000,APEI,35,2022-11-18,10.0,P,0.9,0.933034,-2,[ISE],2022-10-14,2022-10-14 15:58:43.015000-04:00,1000,ISO,0.93179,0.300654,-0.357741,10.73,-0.08,1068.0,OPENING,,,0.9,0.95,0,ISE,750.0,105.0,MPRL
150,1432,3080,PFGC221118P00035000,PFGC,32,2022-11-18,35.0,P,0.58,0.319841,-1,PHLX,2022-10-17,2022-10-17 10:05:18.529000-04:00,3080,AUCT,0.773802,0.087512,-0.106195,45.35,0.79,7629.0,OPENING,,,0.0,2.55,1000,EMLD,0.0,295.0,PHLX
151,1472,500,METC221118C00012500,METC,32,2022-11-18,12.5,C,0.35,0.427104,-2,[MULTI],2022-10-17,2022-10-17 11:50:57.368000-04:00,529,,0.671384,-0.090846,0.285497,10.985,0.445,553.0,OPENING,,,0.35,0.5,168,PHLX,177.0,10.0,GEMX
152,1473,794,TASK221118P00017500,TASK,32,2022-11-18,17.5,P,1.3,1.34152,-1,AMEX,2022-10-17,2022-10-17 11:56:59.361000-04:00,1000,FLR,0.954946,0.019393,-0.314565,19.23,2.01,1612.0,OPENING,,,1.25,1.45,7,BXO,31.0,45.0,AMEX
153,1481,2000,APYX221118C00005000,APYX,32,2022-11-18,5.0,C,0.39,0.244939,-1,[PHLX],2022-10-17,2022-10-17 12:10:05.191000-04:00,2001,FLR,1.42434,0.308861,0.393385,4.305,0.205,949.0,OPENING,,,0.0,1.55,48,MPRL,0.0,127.0,PHLX
154,1485,1502,FNF221216C00040000,FNF,60,2022-12-16,40.0,C,1.41002,1.39551,-1,[CBOE],2022-10-17,2022-10-17 12:13:09.413000-04:00,1503,FLR,0.336704,-0.004697,0.411967,38.22,0.31,8881.0,OPENING,,,1.35,1.5,417,GEMX,27.0,216.0,PHLX
155,1487,621,CNP221118C00028000,CNP,32,2022-11-18,28.0,C,0.48,0.493462,-1,AMEX,2022-10-17,2022-10-17 12:21:08.960000-04:00,633,AUCT,0.32561,0.014531,0.314071,26.535,0.655,1711.0,OPENING,,,0.45,0.55,60,NOM,1.0,750.0,CBOE
156,1492,2292,KNX221118C00055000,KNX,32,2022-11-18,55.0,C,0.8,0.753185,2,[MULTI],2022-10-17,2022-10-17 12:39:29.630000-04:00,2340,,0.421338,0.025413,0.235866,49.66,1.13,10443.0,OPENING,,,0.7,0.8,1327,ARCA,1.0,416.0,PHLX
157,1494,9000,DKS221216P00085000,DKS,60,2022-12-16,85.0,P,2.5,2.42057,2,PHLX,2022-10-17,2022-10-17 12:43:58.231000-04:00,9125,FLR,0.706673,0.015099,-0.136775,111.59,1.63025,89156.0,OPENING,,,2.35,2.5,500,MPRL,14.0,41.0,PHLX
158,1500,500,TBF221216P00023000,TBF,60,2022-12-16,23.0,P,0.8,0.775955,1,[MULTI],2022-10-17,2022-10-17 13:13:59.331000-04:00,500,,0.246059,-0.001855,-0.438888,23.175,0.055,1850.0,OPENING,,,0.7,0.85,0,PHLX,53.0,422.0,AMEX
159,1503,500,VNT221118C00017500,VNT,32,2022-11-18,17.5,C,1.25,1.28254,-2,[ARCA],2022-10-17,2022-10-17 13:26:37.331000-04:00,900,,0.453873,-0.360008,0.620595,17.865,0.775,1020.0,OPENING,,,1.25,1.35,0,ARCA,200.0,212.0,PHLX
160,1512,7000,HL221216P00004500,HL,60,2022-12-16,4.5,P,0.52,0.532381,-2,BOX,2022-10-17,2022-10-17 14:21:29.385000-04:00,7023,SPRD/CROSS,0.65198,-0.046942,-0.48637,4.365,0.195,4940.0,OPENING,,,0.52,0.55,493,MPRL,333.0,301.0,BZX
161,1513,7000,HL221216P00004000,HL,60,2022-12-16,4.0,P,0.28,0.290305,-2,BOX,2022-10-17,2022-10-17 14:21:29.385000-04:00,7010,SPRD/CROSS,0.668115,-0.026071,-0.31661,4.365,0.195,4414.0,OPENING,,,0.28,0.3,3921,C2,55.0,47.0,C2
162,1531,651,AMKR221118C00021000,AMKR,32,2022-11-18,21.0,C,0.3,0.274998,2,[MULTI],2022-10-17,2022-10-17 15:54:01.691000-04:00,695,,0.568334,-0.021291,0.19663,17.855,0.625,956.0,OPENING,,,0.25,0.3,47,PHLX,325.0,100.0,BZX
163,1539,2200,EDU221118C00030000,EDU,31,2022-11-18,30.0,C,0.47,0.56328,-2,[MULTI],2022-10-18,2022-10-18 09:42:57.877000-04:00,2200,,0.755181,-0.107937,0.183583,23.815,0.585,4081.0,OPENING,,,0.47,0.65,1432,PHLX,502.0,100.0,BZX
164,1546,1250,CCK221118P00080000,CCK,31,2022-11-18,80.0,P,2.04,2.12838,-1,PHLX,2022-10-18,2022-10-18 09:55:34.912000-04:00,1250,COB/AUCT,0.436966,-0.008032,-0.281922,85.3849,2.04489,10569.0,OPENING,,,1.9,3.2,34,NOM,8.0,58.0,BOX
165,1547,800,CION221216P00010000,CION,59,2022-12-16,10.0,P,1.46,1.70869,-1,CBOE,2022-10-18,2022-10-18 09:55:42.550000-04:00,1000,SPRD/LEG/FLR,0.426169,-0.20506,-0.776564,8.87,0.09,853.0,OPENING,,,0.05,2.9,19,CBOE,1574.0,304.0,CBOE
166,1556,1000,XRAY221118P00030000,XRAY,31,2022-11-18,30.0,P,1.55,1.53924,1,PHLX,2022-10-18,2022-10-18 10:10:56.514000-04:00,1000,SPRD/FLR,0.455804,0.004798,-0.464876,30.02,0.8,3491.0,OPENING,,,1.2,1.75,63,NOM,1.0,309.0,PHLX
167,1563,1918,CG221118P00025000,CG,31,2022-11-18,25.0,P,0.95,0.878863,2,[MULTI],2022-10-18,2022-10-18 10:30:41.709000-04:00,2563,ISO,0.5627,0.024648,-0.308878,27.025,0.625,5286.0,OPENING,,,0.8,0.95,1118,PHLX,395.0,138.0,EMLD
168,1566,750,SRE221118P00145000,SRE,31,2022-11-18,145.0,P,4.5,4.42543,1,AMEX,2022-10-18,2022-10-18 10:36:40.288000-04:00,751,TIED/FLR,0.319396,0.005433,-0.425985,146.515,1.645,12606.0,OPENING,,,4.3,4.6,45,NOM,1.0,2.0,ISE
169,1567,750,SRE221118P00140000,SRE,31,2022-11-18,140.0,P,2.9,2.76599,1,AMEX,2022-10-18,2022-10-18 10:36:40.288000-04:00,750,TIED/FLR,0.342711,0.012637,-0.297694,146.515,1.645,11170.0,OPENING,,,2.6,2.95,33,NOM,5.0,48.0,BOX
170,1570,840,VKTX221118C00005000,VKTX,31,2022-11-18,5.0,C,0.35,0.298358,2,[MULTI],2022-10-18,2022-10-18 10:43:28.178000-04:00,1323,ISO,1.32393,0.003466,0.394569,4.035,0.275,388.0,OPENING,,,0.25,0.35,392,ARCA,181.0,106.0,BZX
171,1583,1137,TXMD221118C00009000,TXMD,31,2022-11-18,9.0,C,0.49,0.29483,1,CBOE,2022-10-18,2022-10-18 11:36:19.929000-04:00,1393,CROSS,1.45424,0.143894,0.322705,6.825,0.145,808.0,OPENING,,,0.2,0.6,19,CBOE,87.0,243.0,PHLX
172,1586,1016,PSA221216C00320000,PSA,59,2022-12-16,320.0,C,5.7,6.06022,-1,ARCA,2022-10-18,2022-10-18 11:49:38.184000-04:00,1094,FLR,0.293663,-0.008508,0.284934,295.78,4.04,41306.0,OPENING,,,5.3,7.0,263,PHLX,23.0,31.0,BOX
173,1619,600,BRO221118C00060000,BRO,31,2022-11-18,60.0,C,3.67,5.20478,-1,AMEX,2022-10-18,2022-10-18 13:59:28.982000-04:00,600,SPRD/FLR,0.309931,-0.117335,0.691043,62.24,0.95,3865.0,OPENING,,,1.9,6.0,0,NOM,44.0,43.0,BOX
174,1624,500,LBRT221118C00017000,LBRT,31,2022-11-18,17.0,C,0.5,0.628324,-1,ARCA,2022-10-18,2022-10-18 14:18:10.988000-04:00,500,FLR,0.601545,-0.17305,0.314827,15.445,0.685,798.0,OPENING,,,0.0,1.95,4,ARCA,0.0,597.0,CBOE
175,1651,1200,EXEL221118C00018000,EXEL,31,2022-11-18,18.0,C,0.45,0.530494,-2,AMEX,2022-10-18,2022-10-18 15:44:17.751000-04:00,1244,SPRD/FLR,0.497624,-0.111392,0.315107,16.535,0.205,2060.0,OPENING,,,0.45,0.6,942,BZX,302.0,453.0,PHLX
176,1658,7500,SBH221118C00015000,SBH,30,2022-11-18,15.0,C,0.4,0.530396,-1,PHLX,2022-10-19,2022-10-19 09:35:51.868000-04:00,7500,SPRD/FLR,0.731371,0.127132,0.26978,12.875,-0.305,9189.0,OPENING,,,0.0,1.0,43,BOX,0.0,396.0,PHLX
177,1659,7500,SBH221118P00012500,SBH,30,2022-11-18,12.5,P,1.25,1.03266,1,PHLX,2022-10-19,2022-10-19 09:35:51.874000-04:00,7500,SPRD/FLR,0.986411,0.354463,-0.400907,12.875,-0.305,10747.0,OPENING,,,0.45,1.6,142,AMEX,314.0,567.0,PHLX
